genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,imdb_id
"[80, 18]",3133,"Dramatization of the Starkweather-Fugate killing spree of the 1950s, in which a teenage girl and her twenty-something boyfriend slaughtered her entire family and several others in the Dakota badlands.",10.833416,1973-10-15,Badlands,7.5,372,tt0069762
"[10752, 28, 12, 18, 10749, 53]",22584,A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.,8.334199,1944-10-11,To Have and Have Not,7.5,140,tt0037382
"[35, 18, 10749]",11610,"A mild mannered film critic is dumped by his wife and his ego is crushed. His hero persona is the tough guy played by Humphrey Bogart in many of his movies and the apparition of Bogart begins showing up to give him advice. With the encouragement of his two married friends, he actually tries dating again, with less than satisfactory results, until he relaxes.",5.424277,1972-05-04,"Play It Again, Sam",7.5,162,tt0069097
"[18, 53, 80]",379,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",7.544729,1990-09-21,Miller's Crossing,7.5,539,tt0100150
"[27, 53, 12]",578,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",26.824787,1975-06-18,Jaws,7.5,3284,tt0073195
[35],11030,"Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others.",6.435127,1983-07-15,Zelig,7.5,262,tt0086637
[18],11321,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,11.198503,2008-12-18,Seven Pounds,7.5,2635,tt0814314
[18],10435,"With the use of flashback, an elderly Charlie Chaplin discusses his autobiography with his editor, who urges him to be more vulnerable and emotionally honest with his memoirs while journeying through his poverty-stricken childhood, closest friendships, many marriages, merciless pursuit by J. Edgar Hoover, and ingenious invention of The Little Tramp. Highlighted works such as The Gold Rush and The Great Dictator illustrate significant turning points in Chaplin's prolific filmography. Also treated is Chaplin's exile from America and his eventual return to receive an honourary Academy Award in 1972.",7.495639,1992-12-18,Chaplin,7.5,315,tt0103939
"[18, 10749]",10784,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",8.002588,1972-02-13,Cabaret,7.5,269,tt0068327
[18],85350,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",26.451644,2014-06-05,Boyhood,7.5,2410,tt1065073
"[28, 53, 80, 10749]",319,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",19.711511,1993-09-09,True Romance,7.5,930,tt0108399
"[35, 18]",11562,"An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.",6.750628,1989-10-13,Crimes and Misdemeanors,7.5,263,tt0097123
"[35, 18]",339,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,8.068852,1991-10-03,Night on Earth,7.5,226,tt0102536
"[18, 37]",3088,"Wyatt Earp and his brothers Morgan and Virgil ride into Tombstone and leave brother James in charge of their cattle herd. On their return they find their cattle stolen and James dead. Wyatt takes on the job of town marshal, making his brothers deputies, and vows to stay in Tombstone until James' killers are found. He soon runs into the brooding, coughing, hard-drinking Doc Holliday as well as the sullen and vicious Clanton clan. Wyatt discovers the owner of a trinket stolen from James' dead body and the stage is set for the Earps' long-awaited revenge.",7.871737,1946-12-03,My Darling Clementine,7.5,101,tt0038762
"[18, 28, 53, 80]",64690,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,24.709463,2011-08-06,Drive,7.5,4735,tt0780504
"[18, 10751, 10402, 10749]",11113,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,9.418615,1964-10-21,My Fair Lady,7.5,460,tt0058385
"[18, 36]",433247,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,9.822087,2017-02-18,First They Killed My Father,7.5,114,tt4882376
"[12, 14, 10751]",672,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",20.937237,2002-11-13,Harry Potter and the Chamber of Secrets,7.5,7709,tt0295297
"[18, 28, 53, 878]",9693,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",25.477393,2006-09-22,Children of Men,7.5,2529,tt0206634
"[37, 16, 12, 35, 10751]",9023,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",9.523879,2002-05-24,Spirit: Stallion of the Cimarron,7.5,1226,tt0166813
"[18, 14, 27, 878]",985,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",7.447142,1977-03-19,Eraserhead,7.5,659,tt0074486
"[35, 10749]",900,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",8.228737,1938-02-18,Bringing Up Baby,7.5,259,tt0029947
"[35, 27]",246741,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,12.143855,2014-06-19,What We Do in the Shadows,7.5,1012,tt3416742
[18],389015,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",28.395614,2017-12-08,"I, Tonya",7.5,930,tt5580036
[18],5708,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",7.905456,2007-09-26,Control,7.5,276,tt0421082
"[12, 18]",8358,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",14.493876,2000-12-22,Cast Away,7.5,4130,tt0162222
"[878, 10402, 16]",11049,"A sci-fi anime House-musical movie collaboration between Daft Punk--and their music--and designer Leiji Matsumoto. During the recording of their DISCOVERY album and using the themes of sci-fi celebrity, decadence and space travel, Daft Punk--with help from Cedric Hervet--wrote the story and inspired seasoned Japanese animators to symbiotically create this stunning space musical.",7.239663,2003-05-18,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,7.5,105,tt0368667
[18],334541,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",23.323695,2016-11-18,Manchester by the Sea,7.5,2118,tt4034228
"[80, 18, 9648]",592,"Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",8.649764,1974-04-07,The Conversation,7.5,449,tt0071360
"[28, 12, 53]",38985,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.,5.253424,1977-06-24,Sorcerer,7.5,130,tt0076740
"[27, 35]",747,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",18.657374,2004-04-09,Shaun of the Dead,7.5,3067,tt0365748
"[35, 18]",11545,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",7.95541,1998-09-17,Rushmore,7.5,842,tt0128445
"[12, 14, 10751]",767,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",21.334438,2009-07-07,Harry Potter and the Half-Blood Prince,7.5,6985,tt0417741
"[28, 12, 16, 10751]",9806,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",32.766576,2004-11-05,The Incredibles,7.5,6763,tt0317705
"[18, 10749]",10229,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",18.52674,2002-01-25,A Walk to Remember,7.5,1360,tt0281358
[37],966,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,8.748016,1960-10-22,The Magnificent Seven,7.5,577,tt0054047
"[18, 10749]",824,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",20.084809,2001-03-09,Moulin Rouge!,7.5,1816,tt0203009
"[18, 53, 9648]",2649,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",14.882159,1997-09-12,The Game,7.5,1967,tt0119174
"[12, 37]",11943,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,6.073881,1972-09-10,Jeremiah Johnson,7.5,157,tt0068762
[18],284293,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",10.278836,2014-12-05,Still Alice,7.5,1395,tt3316960
[18],43920,Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.,5.279814,2010-04-24,Dog Pound,7.5,126,tt1422020
"[16, 10751]",9444,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",25.672131,1997-11-20,Anastasia,7.5,1980,tt0118617
"[10751, 16, 35]",532,"Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth.",7.336878,1995-12-24,A Close Shave,7.5,274,tt0112691
"[878, 28, 12]",24428,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",97.807533,2012-04-25,The Avengers,7.5,13924,tt0848228
"[18, 10751, 10402, 10749]",15121,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,8.886498,1965-03-02,The Sound of Music,7.5,1154,tt0059742
"[16, 10751, 35, 12, 14, 10749]",812,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",17.430812,1992-11-25,Aladdin,7.5,4323,tt0103639
"[53, 12, 14, 878, 10749]",2134,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,8.822533,1960-08-17,The Time Machine,7.5,270,tt0054387
"[35, 80, 9648]",3529,A husband-and-wife detective team takes on the search for a missing inventor and almost get killed for their efforts.,8.171545,1934-05-25,The Thin Man,7.5,125,tt0025878
"[14, 16, 18, 10751]",11704,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",9.485345,1982-06-17,The Secret of NIMH,7.5,253,tt0084649
"[28, 12, 35]",293660,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",33.548612,2016-02-09,Deadpool,7.5,14066,tt1431045
"[28, 53, 9648]",260,"Canadian Richard Hannay, residing in London, meets secret agent Annabella Smith immediately following a shots fired incident. She asks to go home with him. Back at Hannay's flat the mysterious woman confides that she fears for her life and is on a critical mission relating to protecting state air ministry secrets. Later that night assassins murder her. Believed by the police to be her killer, Hannay is forced to go on the run and flees to Scotland in a desperate attempt to see Annabella's mission through before it's too late. Along the way he chances upon beautiful Pamela, who unwillingly becomes his accomplice in the mission.",8.540788,1935-06-01,The 39 Steps,7.5,270,tt0026029
"[18, 10749]",4347,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",18.09238,2007-08-29,Atonement,7.5,1387,tt0783233
"[53, 80, 18]",1632,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner.",9.194969,1988-12-08,Mississippi Burning,7.5,439,tt0095647
"[18, 53, 80, 9648]",186,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.",13.648093,2006-02-24,Lucky Number Slevin,7.5,1673,tt0425210
"[12, 14, 10751, 9648]",675,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",29.086696,2007-06-28,Harry Potter and the Order of the Phoenix,7.5,7229,tt0373889
[18],28580,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",5.382879,1945-11-29,The Lost Weekend,7.5,150,tt0037884
"[10749, 14, 18, 35]",137,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",22.562248,1993-02-11,Groundhog Day,7.5,2892,tt0107048
"[80, 18]",3009,"An unassuming office worker is arrested and stands trial, but he is never made aware of his charges.",6.926654,1962-12-21,The Trial,7.5,104,tt0057427
"[35, 18]",391713,A California high school student plans to escape from her family and small town by going to college in New York.,29.192669,2017-09-08,Lady Bird,7.5,1545,tt4925292
"[18, 10749]",1245,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,9.408985,1993-11-05,The Remains of the Day,7.5,297,tt0107943
"[28, 12, 80, 18, 53]",11474,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",6.614838,1979-02-08,The Warriors,7.5,588,tt0080120
"[18, 27, 53]",11481,"In Roman Polanski's first English-language film, beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",6.340031,1965-06-01,Repulsion,7.5,285,tt0059646
"[12, 10751, 14]",630,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",23.185212,1939-08-15,The Wizard of Oz,7.5,2074,tt0032138
"[35, 10751, 14]",433,A magical nanny employs music and adventure to help two neglected children become closer to their father.,9.920474,1964-08-27,Mary Poppins,7.5,1569,tt0058331
"[27, 53]",948,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",23.0003,1978-10-24,Halloween,7.5,1388,tt0077651
"[16, 10751]",38757,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",30.269043,2010-11-24,Tangled,7.5,4295,tt0398286
[18],3116,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,9.804745,1969-05-25,Midnight Cowboy,7.5,389,tt0064665
"[80, 28, 35]",4638,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",22.131194,2007-02-14,Hot Fuzz,7.5,2782,tt0425112
"[53, 878, 9648, 10749]",782,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",17.726751,1997-09-07,Gattaca,7.5,2288,tt0119177
[27],923,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",8.635642,1978-09-02,Dawn of the Dead,7.5,702,tt0077402
"[35, 18]",3085,"Hildy, the journalist former wife of newspaper editor Walter Burns, visits his office to inform him that she's engaged and will be getting remarried the next day. Walter can't let that happen and frames the fiancé, Bruce Baldwin, for one thing after another, to keep him temporarily held in prison, while trying to steer Hildy into returning to her old job as his employee.",8.461139,1940-01-18,His Girl Friday,7.5,218,tt0032599
[18],24226,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.",7.666765,1982-12-08,The Verdict,7.5,170,tt0084855
[27],16372,A young governess for two children becomes convinced that the house and grounds are haunted.,5.676785,1961-12-25,The Innocents,7.5,157,tt0055018
"[12, 16, 35, 10751, 14]",137106,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",27.830047,2014-02-06,The Lego Movie,7.5,3680,tt1490017
"[14, 35, 10749]",59436,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,20.6403,2011-05-11,Midnight in Paris,7.5,2697,tt1605783
"[80, 18]",3309,"After her cheating husband leaves her, Mildred Pierce proves she can become independent and successful, but can't win the approval of her spoiled daughter.",6.619412,1945-09-24,Mildred Pierce,7.5,103,tt0037913
"[28, 12, 878, 14]",140607,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",48.785255,2015-12-15,Star Wars: The Force Awakens,7.5,9812,tt2488496
"[878, 53, 9648]",63,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",29.55973,1995-12-29,Twelve Monkeys,7.4,3107,tt0114746
"[18, 10749]",6003,"Director Franco Zeffirelli's beloved version of one of the most well-known love stories in the English language. Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",6.83774,1968-04-02,Romeo and Juliet,7.4,185,tt0063518
"[18, 53, 9648]",638,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",9.455386,1997-01-15,Lost Highway,7.4,732,tt0116922
[18],10637,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",13.34775,2000-09-29,Remember the Titans,7.4,993,tt0210945
"[35, 80]",212,"Mortimer Brewster is a newspaperman and author known for his diatribes against marriage. We watch him being married at city hall in the opening scene. Now all that is required is a quick trip home to tell Mortimer's two maiden aunts. While trying to break the news, he finds out his aunts' hobby; killing lonely old men and burying them in the cellar. It gets worse.",8.135177,1944-09-23,Arsenic and Old Lace,7.4,292,tt0036613
"[18, 36]",874,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he’s risking his own life. An award winning film from 1966.,7.627378,1966-12-12,A Man for All Seasons,7.4,109,tt0060665
"[35, 18, 10749]",6620,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work -- busily running the family corporate empire, he has no time for a wife and family. David is all play -- technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who has been infatuated with David all her life, but David hardly notices her -- ""doesn't even know I exist"" -- until she goes away to Paris for two years, and returns an elegant, sophisticated, beautiful woman. Suddenly, she finds that she has captured David's attention, but just as she does so, she finds herself falling in love with Linus, and she finds that Linus is also falling in love with her.",7.821851,1954-09-28,Sabrina,7.4,374,tt0047437
"[18, 10749, 10752]",907,Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,8.597909,1965-12-22,Doctor Zhivago,7.4,326,tt0059113
"[18, 10749]",79120,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",6.56808,2011-09-22,Weekend,7.4,203,tt1714210
"[28, 12, 878]",330459,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,21.334368,2016-12-14,Rogue One: A Star Wars Story,7.4,6839,tt3748528
"[18, 53]",71859,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",8.45037,2011-09-28,We Need to Talk About Kevin,7.4,875,tt1242460
"[35, 36]",402897,Stalin's core team of ministers tussle for control following the Russian leader's stroke in 1953.,16.645845,2017-10-20,The Death of Stalin,7.4,159,tt4686844
"[28, 35, 18, 10749]",14736,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",6.423351,2000-04-21,Love & Basketball,7.4,109,tt0199725
[18],12498,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",6.983902,1996-08-30,Sling Blade,7.4,290,tt0117666
"[12, 18, 28, 36, 10752]",11046,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",12.096363,1968-12-04,Where Eagles Dare,7.4,286,tt0065207
"[18, 53]",44214,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",33.724268,2010-12-02,Black Swan,7.4,5860,tt0947798
"[16, 10751, 35, 10770]",13187,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",7.19595,1965-12-09,A Charlie Brown Christmas,7.4,188,tt0059026
"[18, 35, 10402]",71,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",7.859165,2000-05-18,Billy Elliot,7.4,1041,tt0249462
"[28, 12, 16, 10751]",14919,"An old flame of Bruce Wayne's strolls into town, re-heating up the romance between the two. At the same time, a mass murderer with an axe for one hand begins systematically eliminating Gotham's crime bosses. Due to the person's dark appearance, he is mistaken for Batman. Now on the run, Batman must solve the mystery and deal with the romance between him and Andrea Beaumont.",6.608945,1993-12-25,Batman: Mask of the Phantasm,7.4,273,tt0106364
"[18, 10402]",786,"Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star.",20.430466,2000-09-15,Almost Famous,7.4,988,tt0181875
[28],17809,"Chen Zhen, a Chinese engineering student in Kyoto, who braves the insults and abuse of his Japanse fellow students for his local love Mitsuko Yamada, daughter of the director, returns in 1937 to his native Shangai, under Japanse protectorate -in fact military occupation- after reading about the death of his kung-fu master Hou Ting-An in a fight against the Japanese champion Ryuichi Akutagawa.",8.018618,1994-12-22,Fist of Legend,7.4,151,tt0110200
"[18, 80]",4982,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",9.918887,2007-11-02,American Gangster,7.4,1874,tt0765429
"[80, 18, 36, 37]",642,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",17.050077,1969-09-23,Butch Cassidy and the Sundance Kid,7.4,794,tt0064115
"[16, 35, 10751, 878]",229407,"A Minion, seeing many owners walk their dogs, wants a puppy of his own. He tries to leash a ladybug but fails. Luckily, a UFO that sweeps away the ladybug somehow agrees to become a Puppy.",5.9239,2013-12-10,Minions: Puppy,7.4,115,tt3405276
"[18, 80]",1607,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",7.067868,1993-09-14,A Bronx Tale,7.4,561,tt0106489
